[Item Amount],vp产能数字,vp产能数字:visible,军力数字,军力数字:visible,vp符号:visible,军力符号:visible,vp数字,vp数字:visible,费用数字,费用数字:visible,text_top,text_top:color,text_limit,text_limit:visible,text_owner,text_card_type,text_bottom,分数符号:visible,费用token:visible,牌面背景:visible,牌面背景:color,[Item Note]
1,,False,,False,False,False,3,,0,,流民,,,False,流民,"<align=""center"">{card_strategy}</align>",,,,,#1a1a1aFF,
1,,False,,False,False,False,3,,0,,流民,,,False,流民,"<align=""center"">{card_strategy}</align>",,,,,#1a1a1aFF,
1,,False,,False,False,False,3,,0,,流民,,,False,流民,"<align=""center"">{card_strategy}</align>",,,,,#1a1a1aFF,
1,,False,,False,False,False,3,,0,,流民,,,False,流民,"<align=""center"">{card_strategy}</align>",,,,,#1a1a1aFF,
1,,False,,False,False,False,3,,0,,流民,,,False,流民,"<align=""center"">{card_strategy}</align>",,,,,#1a1a1aFF,
1,,False,,False,False,False,3,,0,,流民,,,False,流民,"<align=""center"">{card_strategy}</align>",,,,,#1a1a1aFF,
1,,False,,False,False,False,3,,0,,流民,,,False,流民,"<align=""center"">{card_strategy}</align>",,,,,#1a1a1aFF,
1,,False,,False,False,False,3,,0,,流民,,,False,流民,"<align=""center"">{card_strategy}</align>",,,,,#1a1a1aFF,
1,,False,,False,False,False,3,,0,,流民,,,False,流民,"<align=""center"">{card_strategy}</align>",,,,,#1a1a1aFF,
1,,False,,False,False,False,3,,0,,流民,,,False,流民,"<align=""center"">{card_strategy}</align>",,,,,#1a1a1aFF,
1,,False,,False,False,False,3,,0,,流民,,,False,流民,"<align=""center"">{card_strategy}</align>",,,,,#1a1a1aFF,
1,,False,,False,False,False,3,,0,,流民,,,False,流民,"<align=""center"">{card_strategy}</align>",,,,,#1a1a1aFF,
1,,False,,False,False,False,3,,0,,流民,,,False,流民,"<align=""center"">{card_strategy}</align>",,,,,#1a1a1aFF,
1,,False,,False,False,False,3,,0,,流民,,,False,流民,"<align=""center"">{card_strategy}</align>",,,,,#1a1a1aFF,
1,,False,,False,False,False,3,,0,,流民,,,False,流民,"<align=""center"">{card_strategy}</align>",,,,,#1a1a1aFF,
1,,False,,False,False,False,3,,0,,流民,,,False,流民,"<align=""center"">{card_strategy}</align>",,,,,#1a1a1aFF,
