[Item Amount],text_top,text_card_type,text_bottom,text_bottom:text_wrapping,logo,logo:color,[Item Note]
1,苻坚,"<align=""center"">{card_hero}-{north}</align>",{action}{discard}1张{hand}，然后从{display}获得2张牌。{enter}{supplant}[长安][天水][安定],True,ai/p00_苻坚.png,#FFFFFFFF
1,慕容儁,"<align=""center"">{card_hero}-{north}</align>",{action}{discard}1张{hand}，获得1{battle}并{supple}1张牌到{court}。{enter}{supplant}[蓟][龙城][中山]。,True,ai/p00_慕容儁.png,#FFFFFFFF
1,拓跋珪,"<align=""center"">{card_hero}-{north}</align>",{action}{discard}1张{hand}，然后获得2{battle}。{enter}{supplant}[盛乐][平城]。,True,ai/p00_拓跋珪.png,#FFFFFFFF
1,王导,"<align=""center"">{card_hero}-{jin}</align>",{passive}任意{player}提高行动{order}时，获得2{vp}。{enter}{start_order}1。获得2{order}，2{contirbution}和2{prestige}，{supplant}[合肥][寿春]。,True,ai/p00_王导.png,#FFFFFFFF
1,谢安,"<align=""center"">{card_hero}-{jin}</align>",{passive}每次获得{contirbution}后，摸1张牌。{enter}{start_order}8。获得2{contirbution}。在其他{jin}{player}完成登场效果后，{supplant}2个[建康]以外的{sima}{location}。,True,ai/p00_谢安.png,#FFFFFFFF
1,郗鉴,"<align=""center"">{card_hero}-{jin}</align>",{action}{abandon}1张{court}的{refugee}，然后{supple}1张牌到{court}，获得1{battle}。{enter}{start_order}5。{supplant}[京口][广陵]。获得1{contirbution}和1{prestige}。,True,ai/p00_郗鉴.png,#FFFFFFFF
1,张轨,"<align=""center"">{card_hero}-{jin}</align>",{passive}每次{play}{culture}牌或者{execute}{culture}策略时，获得2{vp}。{enter}{start_order}3。{supplant}[张掖][姑臧]。获得1{contirbution}和1{prestige}。,True,ai/p00_张轨.png,#FFFFFFFF
1,桓温,"<align=""center"">{card_hero}-{jin}</align>",{passive}每次{save}1张没有{art}标记的牌时，获得3{vp}。{enter}{start_order}4。{supplant}[南郡][襄阳]。获得1{contirbution}和1{prestige}。,True,ai/p00_桓温.png,#FFFFFFFF
1,刘裕,"<align=""center"">{card_hero}-{jin}</align>",{action}{execute}1次免费[{march}]。{enter}{start_order}7。,True,ai/p00_刘裕.png,#FFFFFFFF
1,祖逖,"<align=""center"">{card_hero}-{jin}</align>",{passive}每次{execute}{supplant}后，摸1张牌并获得1{vp}。{enter}{start_order}6。获得4{battle}。获得2{prestige}。,True,ai/p00_祖逖.png,#FFFFFFFF
1,周玘,"<align=""center"">{card_hero}-{jin}</align>",{passive}每次{execute}{affair}策略或者{play}{affair}牌时，获得2{vp}。{enter}{start_order}2。{supplant}[吴][会稽]。获得1{contirbution}和1{prestige}。,True,ai/p00_周玘.png,#FFFFFFFF
